county_state,num_hospitals,num_acute_care_hospitals,avg_acute_care_rating,median_acute_care_rating,pct_acute_care
"FRANKLIN, MO",2,1.0,4.0,4.0,50.0
"SARPY, NE",2,2.0,3.0,3.0,100.0
"FRANKLIN, AL",2,1.0,3.0,3.0,50.0
"SCHENECTADY, NY",2,2.0,2.0,2.0,100.0
"MARTIN, FL",2,1.0,1.0,1.0,50.0
"SCHUYLKILL, PA",2,2.0,3.5,3.5,100.0
"SCIOTO, OH",2,2.0,3.0,3.0,100.0
"FLOYD, GA",2,2.0,4.0,4.0,100.0
"MC HENRY, IL",2,1.0,5.0,5.0,50.0
"GARVIN, OK",2,2.0,4.0,4.0,100.0
"SCOTT, MN",2,1.0,4.0,4.0,50.0
"SALINE, NE",2,,,,
"MCLEAN, ND",2,,,,
"FAJARDO, PR",2,2.0,,,100.0
"MARION, IA",2,,,,
"GARFIELD, OK",2,2.0,4.5,4.5,100.0
"MCINTOSH, ND",2,,,,
"GARFIELD, CO",2,1.0,4.0,4.0,50.0
"MARION, IL",2,1.0,5.0,5.0,50.0
"GALLATIN, MT",2,2.0,4.0,4.0,100.0
"FAYETTE, AL",2,2.0,4.5,4.5,100.0
"MARION, KS",2,,,,
"MC LEOD, MN",2,1.0,4.0,4.0,50.0
"SEMINOLE, FL",2,2.0,2.0,2.0,100.0
"SAN GERMAN, PR",2,2.0,,,100.0
"MC LENNAN, TX",2,2.0,2.5,2.5,100.0
"MONTGOMERY, IL",2,,,,
"SAN JUAN, NM",2,2.0,3.0,3.0,100.0
"MC LEAN, IL",2,2.0,4.0,4.0,100.0
"MISSISSIPPI, AR",2,1.0,2.0,2.0,50.0
"SAN JUAN, UT",2,,,,
"FAYETTE, PA",2,2.0,2.5,2.5,100.0
"FAYETTE, WV",2,,,,
"SCOTT, MS",2,,,,
"SARATOGA, NY",2,1.0,4.0,4.0,50.0
"RALEIGH, WV",2,2.0,2.0,2.0,100.0
"GRAYS HARBOR, WA",2,1.0,2.0,2.0,50.0
"LEE, MS",2,1.0,3.0,3.0,50.0
"PECOS, TX",2,,,,
"PEARL RIVER, MS",2,1.0,2.0,2.0,50.0
"LEE, IA",2,2.0,3.5,3.5,100.0
"JEFFERSON, PA",2,1.0,4.0,4.0,50.0
"PAYNE, OK",2,2.0,3.5,3.5,100.0
"PAWNEE, KS",2,,,,
"JEFFRSON DAVIS, LA",2,1.0,2.0,2.0,50.0
"PASSAIC, NJ",2,2.0,2.0,2.0,100.0
"LEBANON, PA",2,1.0,3.0,3.0,50.0
"PARK, WY",2,,,,
"JOHNSON, IA",2,2.0,3.5,3.5,100.0
"JOHNSON, IN",2,1.0,3.0,3.0,50.0
"LEAVENWORTH, KS",2,2.0,3.5,3.5,100.0
"LEA, NM",2,1.0,2.0,2.0,50.0
"PAGE, IA",2,,,,
"PACIFIC, WA",2,,,,
"LAWRENCE, SD",2,1.0,4.0,4.0,50.0
"JEFFERSON, MO",2,2.0,3.5,3.5,100.0
"NEWPORT NEWS CITY, VA",2,2.0,3.0,3.0,100.0
"ROCK ISLAND, IL",2,2.0,2.5,2.5,100.0
"JEFFERSON, IN",2,1.0,4.0,4.0,50.0
"INGHAM, MI",2,2.0,2.5,2.5,100.0
"INYO, CA",2,,,,
"NEW HANOVER, NC",2,2.0,3.0,3.0,100.0
"PIKE, MS",2,2.0,3.0,3.0,100.0
"PIKE, KY",2,2.0,1.5,1.5,100.0
"PIERCE, NE",2,,,,
"PICKENS, SC",2,2.0,2.5,2.5,100.0
"JACKSON, IL",2,1.0,1.0,1.0,50.0
"LEWIS AND CLARK, MT",2,1.0,3.0,3.0,50.0
"PHILLIPS, CO",2,,,,
"LEWIS, WV",2,1.0,3.0,3.0,50.0
"LEWIS, WA",2,1.0,3.0,3.0,50.0
"PERRY, IL",2,,,,
"NEW LONDON, CT",2,2.0,4.0,4.0,100.0
"LENAWEE, MI",2,1.0,4.0,4.0,50.0
"EL DORADO, CA",2,2.0,3.0,3.0,100.0
"JEFFERSON, IL",2,2.0,2.5,2.5,100.0
"OZAUKEE, WI",2,2.0,4.5,4.5,100.0
"OXFORD, ME",2,,,,
"JONES, TX",2,2.0,,,100.0
"OUTAGAMIE, WI",2,2.0,3.0,3.0,100.0
"ONSLOW, NC",2,1.0,2.0,2.0,50.0
"OCONTO, WI",2,,,,
"KLICKITAT, WA",2,,,,
"KNOX, IL",2,2.0,3.0,3.0,100.0
"LAKE, OH",2,1.0,2.0,2.0,50.0
"LAKE, MT",2,,,,
"ACADIA, LA",2,1.0,3.0,3.0,50.0
"OKMULGEE, OK",2,2.0,3.0,3.0,100.0
"KOOTENAI, ID",2,2.0,4.5,4.5,100.0
"KOSCIUSKO, IN",2,1.0,2.0,2.0,50.0
"LAKE, CA",2,,,,
"LA CROSSE, WI",2,2.0,4.5,4.5,100.0
"LA PLATA, CO",2,2.0,5.0,5.0,100.0
"LA PORTE, IN",2,2.0,3.5,3.5,100.0
"OHIO, WV",2,2.0,1.0,1.0,100.0
"LABETTE, KS",2,1.0,3.0,3.0,50.0
"LAC QUI PARLE, MN",2,,,,
"LAMAR, MS",2,1.0,2.0,2.0,50.0
"LANCASTER, SC",2,1.0,2.0,2.0,50.0
"OBRIEN, IA",2,,,,
"OTSEGO, NY",2,2.0,2.0,2.0,100.0
"LAWRENCE, PA",2,2.0,2.5,2.5,100.0
"LAWRENCE, IN",2,,,,
"KANDIYOHI, MN",2,1.0,3.0,3.0,50.0
"LAVACA, TX",2,,,,
"KANKAKEE, IL",2,2.0,3.0,3.0,100.0
"KAUFMAN, TX",2,1.0,3.0,3.0,50.0
"KAY, OK",2,2.0,3.0,3.0,100.0
"OTOE, NE",2,,,,
"LAPAZ, AZ",2,,,,
"KENOSHA, WI",2,2.0,3.5,3.5,100.0
"KENT, DE",2,1.0,3.0,3.0,50.0
"OTERO, NM",2,2.0,3.0,3.0,100.0
"LATIMER, OK",2,2.0,4.0,4.0,100.0
"KERR, TX",2,1.0,3.0,3.0,50.0
"OSAGE, OK",2,,,,
"LASALLE, LA",2,1.0,2.0,2.0,50.0
"LIBERTY, TX",2,1.0,,,50.0
"NEVADA, CA",2,1.0,3.0,3.0,50.0
"INDIAN RIVER, FL",2,2.0,2.0,2.0,100.0
"NACOGDOCHES, TX",2,2.0,2.5,2.5,100.0
"HALIFAX, NC",2,1.0,2.0,2.0,50.0
"RENO, KS",2,2.0,3.0,3.0,100.0
"HAMBLEN, TN",2,2.0,2.5,2.5,100.0
"MACON, NC",2,,,,
"MORGAN, CO",2,1.0,2.0,2.0,50.0
"MACON, IL",2,2.0,3.0,3.0,100.0
"LYON, MN",2,,,,
"LOWNDES, GA",2,1.0,4.0,4.0,50.0
"HARDEMAN, TX",2,,,,
"RACINE, WI",2,2.0,2.5,2.5,100.0
"HARDIN, KY",2,1.0,3.0,3.0,50.0
"LOUDOUN, VA",2,2.0,4.5,4.5,100.0
"HARFORD, MD",2,2.0,2.5,2.5,100.0
"PUTNAM, TN",2,1.0,4.0,4.0,50.0
"HARNETT, NC",2,1.0,2.0,2.0,50.0
"LOGAN, AR",2,,,,
"HARRISON, WV",2,1.0,4.0,4.0,50.0
"HALE, TX",2,1.0,4.0,4.0,50.0
"MACOUPIN, IL",2,,,,
"MADERA, CA",2,1.0,1.0,1.0,50.0
"MONTOUR, PA",2,1.0,2.0,2.0,50.0
"MADISON, NY",2,1.0,3.0,3.0,50.0
"GREENE, MS",2,,,,
"MONTGOMERY, VA",2,2.0,3.0,3.0,100.0
"GREENE, OH",2,2.0,3.5,3.5,100.0
"RIO BLANCO, CO",2,,,,
"GREENE, TN",2,2.0,2.0,2.0,100.0
"MADISON, MT",2,,,,
"RILEY, KS",2,2.0,3.5,3.5,100.0
"RICE, MN",2,2.0,4.0,4.0,100.0
"MADISON, KY",2,1.0,4.0,4.0,50.0
"GREGORY, SD",2,,,,
"MOREHOUSE, LA",2,1.0,2.0,2.0,50.0
"RICHLAND, LA",2,1.0,3.0,3.0,50.0
"GUAM, GU",2,2.0,,,100.0
"GUERNSEY, OH",2,1.0,3.0,3.0,50.0
"GUILFORD, NC",2,2.0,3.5,3.5,100.0
"LIVINGSTON, MI",2,2.0,4.0,4.0,100.0
"HARVEY, KS",2,1.0,5.0,5.0,50.0
"IMPERIAL, CA",2,2.0,2.0,2.0,100.0
"PRINCE WILLIAM, VA",2,2.0,3.5,3.5,100.0
"HOUSTON, AL",2,2.0,2.5,2.5,100.0
"LINCOLN, MN",2,,,,
"HOUSTON, GA",2,2.0,3.5,3.5,100.0
"NEMAHA, KS",2,,,,
"HOWARD, IN",2,2.0,4.0,4.0,100.0
"HOWARD, TX",2,1.0,2.0,2.0,50.0
"HOWELL, MO",2,1.0,2.0,2.0,50.0
"LINCOLN, LA",2,1.0,2.0,2.0,50.0
"LIMESTONE, TX",2,1.0,3.0,3.0,50.0
"PLATTE, NE",2,1.0,5.0,5.0,50.0
"HUNT, TX",2,1.0,3.0,3.0,50.0
"PITTSBURG, OK",2,1.0,2.0,2.0,50.0
"HURON, OH",2,1.0,4.0,4.0,50.0
"HUTCHINSON, SD",2,,,,
"NESS, KS",2,,,,
"PISCATAQUIS, ME",2,,,,
"IDAHO, ID",2,,,,
"HOUGHTON, MI",2,1.0,4.0,4.0,50.0
"POLK, MN",2,,,,
"LINCOLN, OK",2,,,,
"POTTAWATTAMIE, IA",2,2.0,4.0,4.0,100.0
"LITCHFIELD, CT",2,2.0,2.5,2.5,100.0
"LINN, OR",2,1.0,4.0,4.0,50.0
"LINN, IA",2,2.0,5.0,5.0,100.0
"HENDERSON, NC",2,2.0,3.5,3.5,100.0
"HENDRICKS, IN",2,2.0,4.5,4.5,100.0
"HENRY, IL",2,,,,
"HENRY, MO",2,1.0,3.0,3.0,50.0
"POTTAWATOMIE, KS",2,,,,
"LINCOLN, OR",2,,,,
"HIGHLAND, OH",2,,,,
"HIGHLANDS, FL",2,2.0,2.5,2.5,100.0
"PORTER, IN",2,1.0,4.0,4.0,50.0
"LINCOLN, WY",2,,,,
"LINCOLN, WI",2,,,,
"LINCOLN, WA",2,,,,
"LINCOLN, SD",2,1.0,5.0,5.0,50.0
"PENNINGTON, MN",2,,,,
"YUMA, CO",2,,,,
"MIAMI, KS",2,1.0,4.0,4.0,50.0
"CLINTON, PA",2,1.0,3.0,3.0,50.0
"BOONE, MO",2,2.0,3.0,3.0,100.0
"WASHINGTON, WI",2,2.0,5.0,5.0,100.0
"BONNEVILLE, ID",2,2.0,4.5,4.5,100.0
"WATONWAN, MN",2,,,,
"BON HOMME, SD",2,,,,
"THURSTON, WA",2,2.0,3.0,3.0,100.0
"WAUPACA, WI",2,,,,
"BLAINE, OK",2,,,,
"CLINTON, IA",2,1.0,4.0,4.0,50.0
"WAYNE, IN",2,1.0,5.0,5.0,50.0
"BIG STONE, MN",2,,,,
"BIG HORN, WY",2,,,,
"BIG HORN, MT",2,,,,
"WAYNE, NC",2,1.0,2.0,2.0,50.0
"WAYNE, OH",2,1.0,4.0,4.0,50.0
"BERRIEN, MI",2,2.0,4.0,4.0,100.0
"WASHINGTON, VT",2,1.0,4.0,4.0,50.0
"CLEVELAND, NC",2,2.0,4.0,4.0,100.0
"COFFEE, TN",2,2.0,3.5,3.5,100.0
"BOYD, KY",2,2.0,2.0,2.0,100.0
"WASHINGTON, MN",2,2.0,4.5,4.5,100.0
"TREMPEALEAU, WI",2,,,,
"CLARKE, AL",2,2.0,2.5,2.5,100.0
"CLARKE, GA",2,2.0,3.0,3.0,100.0
"TRAILL, ND",2,,,,
"CLATSOP, OR",2,,,,
"CLAY, FL",2,2.0,3.5,3.5,100.0
"BOX ELDER, UT",2,2.0,4.0,4.0,100.0
"CLEARFIELD, PA",2,2.0,2.5,2.5,100.0
"WASHINGTON, OH",2,1.0,3.0,3.0,50.0
"BOWIE, TX",2,2.0,3.5,3.5,100.0
"WASHINGTON, RI",2,2.0,4.5,4.5,100.0
"WASHINGTON, TN",2,2.0,2.5,2.5,100.0
"TODD, MN",2,,,,
"CLAYTON, GA",2,1.0,1.0,1.0,50.0
"CLAYTON, IA",2,,,,
"BERKSHIRE, MA",2,1.0,3.0,3.0,50.0
"COLBERT, AL",2,2.0,3.0,3.0,100.0
"CLARION, PA",2,1.0,2.0,2.0,50.0
"WHEELER, TX",2,,,,
"BEAUFORT, SC",2,2.0,2.5,2.5,100.0
"SWEETWATER, WY",2,2.0,4.0,4.0,100.0
"SWAIN, NC",2,1.0,,,50.0
"COTTONWOOD, MN",2,,,,
"COVINGTON, AL",2,2.0,2.5,2.5,100.0
"COWETA, GA",2,2.0,2.0,2.0,100.0
"COWLEY, KS",2,1.0,2.0,2.0,50.0
"CRAIGHEAD, AR",2,2.0,2.0,2.0,100.0
"SWIFT, MN",2,,,,
"BAXTER, AR",2,1.0,3.0,3.0,50.0
"SUSQUEHANNA, PA",2,,,,
"SURRY, NC",2,2.0,3.5,3.5,100.0
"SUNFLOWER, MS",2,1.0,3.0,3.0,50.0
"CRAWFORD, KS",2,1.0,2.0,2.0,50.0
"WHITESIDE, IL",2,1.0,4.0,4.0,50.0
"BARRY, MO",2,,,,
"BEAUREGARD, LA",2,1.0,3.0,3.0,50.0
"COOKE, TX",2,1.0,3.0,3.0,50.0
"COLE, MO",2,2.0,3.5,3.5,100.0
"COLQUITT, GA",2,2.0,2.0,2.0,100.0
"WEAKLEY, TN",2,1.0,4.0,4.0,50.0
"WEBB, TX",2,2.0,3.5,3.5,100.0
"WEBER, UT",2,2.0,3.5,3.5,100.0
"VILAS, WI",2,1.0,4.0,4.0,50.0
"TAZEWELL, IL",2,1.0,3.0,3.0,50.0
"WEBSTER, LA",2,2.0,3.5,3.5,100.0
"COLORADO, TX",2,1.0,4.0,4.0,50.0
"COLUMBIA, FL",2,2.0,3.5,3.5,100.0
"TALLADEGA, AL",2,2.0,2.5,2.5,100.0
"BELL, KY",2,2.0,3.5,3.5,100.0
"WELD, CO",2,1.0,4.0,4.0,50.0
"COLUMBIA, PA",2,2.0,3.0,3.0,100.0
"COLUMBIA, WI",2,1.0,2.0,2.0,50.0
"COLUMBIANA, OH",2,2.0,2.5,2.5,100.0
"TALLAPOOSA, AL",2,2.0,3.5,3.5,100.0
"BEAVER, UT",2,,,,
"WASHINGTON, ME",2,,,,
"WASHINGTON, MD",2,1.0,3.0,3.0,50.0
"WHITMAN, WA",2,,,,
"WALTON, GA",2,1.0,1.0,1.0,50.0
"CASS, MO",2,1.0,3.0,3.0,50.0
"WALSH, ND",2,,,,
"VAN WERT, OH",2,1.0,3.0,3.0,50.0
"CALLAWAY, MO",2,1.0,,,50.0
"CATAWBA, NC",2,2.0,3.0,3.0,100.0
"VAN BUREN, MI",2,1.0,3.0,3.0,50.0
"WALTON, FL",2,2.0,4.5,4.5,100.0
"CALHOUN, MI",2,2.0,4.0,4.0,100.0
"CAMBRIA, PA",2,2.0,1.5,1.5,100.0
"VALLEY, ID",2,,,,
"VALDEZ-CORDOVA, AK",2,,,,
"WALWORTH, WI",2,1.0,5.0,5.0,50.0
"CENTRE, PA",2,1.0,5.0,5.0,50.0
"CALHOUN, AL",2,2.0,2.5,2.5,100.0
"WARD, ND",2,1.0,2.0,2.0,50.0
"CHAMBERS, TX",2,,,,
"CASS, IN",2,1.0,3.0,3.0,50.0
"CASCADE, MT",2,2.0,3.5,3.5,100.0
"CHARLES MIX, SD",2,,,,
"WABASHA, MN",2,,,,
"CARBON, PA",2,2.0,2.0,2.0,100.0
"CARROLL, AR",2,,,,
"CARROLL, GA",2,2.0,2.5,2.5,100.0
"CARROLL, IA",2,1.0,4.0,4.0,50.0
"VICTORIA, TX",2,2.0,4.0,4.0,100.0
"CARROLL, MD",2,1.0,2.0,2.0,50.0
"CAPE GIRARDEAU, MO",2,2.0,2.0,2.0,100.0
"VERNON, WI",2,,,,
"CAMDEN, MO",2,1.0,3.0,3.0,50.0
"CARROLL, NH",2,,,,
"CANADIAN, OK",2,2.0,3.0,3.0,100.0
"VERNON, LA",2,2.0,4.0,4.0,100.0
"CAMPBELL, TN",2,2.0,2.5,2.5,100.0
"CARTER, OK",2,1.0,4.0,4.0,50.0
"VERMILION, LA",2,1.0,4.0,4.0,50.0
"VERMILION, IL",2,1.0,2.0,2.0,50.0
"CALDWELL, LA",2,2.0,4.0,4.0,100.0
"UPTON, TX",2,,,,
"WASHINGTON, LA",2,1.0,3.0,3.0,50.0
"CHOUTEAU, MT",2,,,,
"BUFFALO, NE",2,2.0,3.0,3.0,100.0
"UMATILLA, OR",2,,,,
"UINTA, WY",2,1.0,3.0,3.0,50.0
"BUCHANAN, MO",2,1.0,5.0,5.0,50.0
"BUCHANAN, IA",2,,,,
"WASHBURN, WI",2,,,,
"BROWN, SD",2,2.0,4.5,4.5,100.0
"BROWN, KS",2,,,,
"BUREAU, IL",2,1.0,3.0,3.0,50.0
"CHRISTIAN, IL",2,,,,
"CIBOLA, NM",2,1.0,,,50.0
"TRUMBULL, OH",2,2.0,3.0,3.0,100.0
"CITRUS, FL",2,2.0,1.0,1.0,100.0
"BREMER, IA",2,,,,
"CLALLAM, WA",2,1.0,3.0,3.0,50.0
"WASHINGTON, KS",2,,,,
"BUNCOMBE, NC",2,1.0,5.0,5.0,50.0
"CHESTERFIELD, VA",2,2.0,2.5,2.5,100.0
"CAGUAS, PR",2,2.0,1.0,1.0,100.0
"BUTLER, AL",2,2.0,2.0,2.0,100.0
"CADDO, OK",2,,,,
"CACHE, UT",2,2.0,4.0,4.0,100.0
"WARREN, NJ",2,2.0,3.5,3.5,100.0
"WARREN, OH",2,1.0,4.0,4.0,50.0
"CHAVES, NM",2,2.0,2.5,2.5,100.0
"BUTLER, MO",2,2.0,2.0,2.0,100.0
"BUTLER, KS",2,2.0,3.5,3.5,100.0
"CHEROKEE, IA",2,,,,
"BURKE, NC",2,1.0,3.0,3.0,50.0
"CHEROKEE, KS",2,1.0,5.0,5.0,50.0
"CHEROKEE, OK",2,2.0,3.0,3.0,100.0
"WARREN, PA",2,1.0,2.0,2.0,50.0
"BURNET, TX",2,1.0,5.0,5.0,50.0
"UNION, LA",2,,,,
"BURLEIGH, ND",2,2.0,2.0,2.0,100.0
"UNION, IL",2,,,,
"CRAWFORD, OH",2,,,,
"TAZEWELL, VA",2,2.0,3.5,3.5,100.0
"CARLTON, MN",2,,,,
"ALLEGANY, NY",2,1.0,2.0,2.0,50.0
"WRIGHT, IA",2,,,,
"WYANDOTTE, KS",2,2.0,5.0,5.0,100.0
"DAVIDSON, NC",2,2.0,3.5,3.5,100.0
"DARLINGTON, SC",2,2.0,2.0,2.0,100.0
"WINDSOR, VT",2,,,,
"WINDHAM, CT",2,2.0,3.5,3.5,100.0
"DANVILLE CITY, VA",2,1.0,1.0,1.0,50.0
"ATHENS, OH",2,1.0,4.0,4.0,50.0
"STEVENS, WA",2,,,,
"ST. MARY, LA",2,1.0,2.0,2.0,50.0
"SPARTANBURG, SC",2,2.0,2.5,2.5,100.0
"DOUGLAS, MN",2,1.0,5.0,5.0,50.0
"DAKOTA, MN",2,2.0,4.5,4.5,100.0
"WILSON, KS",2,,,,
"CUSTER, OK",2,1.0,4.0,4.0,50.0
"CUSTER, NE",2,,,,
"WILLIAMSON, TN",2,1.0,5.0,5.0,50.0
"STORY, IA",2,1.0,4.0,4.0,50.0
"DOUGLAS, OR",2,1.0,2.0,2.0,50.0
"STRAFFORD, NH",2,2.0,5.0,5.0,100.0
"ALACHUA, FL",2,2.0,2.0,2.0,100.0
"STUTSMAN, ND",2,,,,
"SOMERSET, ME",2,,,,
"ALLEGANY, MD",2,1.0,1.0,1.0,50.0
"DODGE, WI",2,2.0,3.5,3.5,100.0
"YANKTON, SD",2,1.0,3.0,3.0,50.0
"DAVIS, UT",2,2.0,4.0,4.0,100.0
"WOODBURY, IA",2,2.0,1.5,1.5,100.0
"ST. MARTIN, LA",2,,,,
"DELAWARE, IN",2,1.0,3.0,3.0,50.0
"ANDROSCOGGIN, ME",2,2.0,2.5,2.5,100.0
"ANNE ARUNDEL, MD",2,2.0,3.5,3.5,100.0
"ANDERSON, TN",2,1.0,1.0,1.0,50.0
"ANDERSON, SC",2,1.0,3.0,3.0,50.0
"ST. LANDRY, LA",2,1.0,3.0,3.0,50.0
"DESCHUTES, OR",2,2.0,3.5,3.5,100.0
"DEARBORN, IN",2,1.0,3.0,3.0,50.0
"ANOKA, MN",2,1.0,4.0,4.0,50.0
"DESHA, AR",2,,,,
"WOOD, TX",2,,,,
"ST. JOSEPH, MI",2,2.0,3.0,3.0,100.0
"ARECIBO, PR",2,2.0,,,100.0
"DE KALB, IN",2,1.0,3.0,3.0,50.0
"ST. JAMES, LA",2,,,,
"WOODWARD, OK",2,1.0,3.0,3.0,50.0
"DE KALB, IL",2,1.0,3.0,3.0,50.0
"ALLEN, LA",2,2.0,3.0,3.0,100.0
"ARKANSAS, AR",2,1.0,3.0,3.0,50.0
"ARLINGTON, VA",2,2.0,4.0,4.0,100.0
"DICKINSON, KS",2,,,,
"YAMHILL, OR",2,2.0,4.0,4.0,100.0
"DEER LODGE, MT",2,,,,
"YORK, NE",2,,,,
"ADAMS, WA",2,,,,
"YOUNG, TX",2,1.0,3.0,3.0,50.0
"SITKA BOROUGH, AK",2,,,,
"WILLIAMS, ND",2,,,,
"SISKIYOU, CA",2,,,,
"YORK, ME",2,2.0,3.0,3.0,100.0
"YOLO, CA",2,2.0,3.0,3.0,100.0
"YELL, AR",2,1.0,3.0,3.0,50.0
"EATON, MI",2,,,,
"EDDY, NM",2,2.0,2.5,2.5,100.0
"YELLOW MEDCINE, MN",2,,,,
"CRENSHAW, AL",2,1.0,4.0,4.0,50.0
"BARBER, KS",2,,,,
"SUMNER, TN",2,2.0,2.5,2.5,100.0
"SUMNER, KS",2,1.0,3.0,3.0,50.0
"ECTOR, TX",2,2.0,1.5,1.5,100.0
"SULLIVAN, NY",2,1.0,2.0,2.0,50.0
"YELLOWSTONE, MT",2,2.0,4.0,4.0,100.0
"DUTCHESS, NY",2,2.0,2.5,2.5,100.0
"SMYTH, VA",2,1.0,4.0,4.0,50.0
"SIMPSON, MS",2,1.0,3.0,3.0,50.0
"WILLIAMSON, IL",2,2.0,2.0,2.0,100.0
"CULLMAN, AL",2,1.0,2.0,2.0,50.0
"AIBONITO, PR",2,1.0,,,50.0
"CRAWFORD, PA",2,1.0,3.0,3.0,50.0
"WILLIAMS, OH",2,1.0,3.0,3.0,50.0
"OKFUSKEE, OK",1,,,,
"WASECA, MN",1,,,,
"WADENA, MN",1,,,,
"YOAKUM, TX",1,,,,
"OKEECHOBEE, FL",1,1.0,2.0,2.0,100.0
"OTTAWA, OK",1,1.0,2.0,2.0,100.0
"WASHINGTON, ID",1,,,,
"WASHINGTON, IN",1,,,,
"WASCO, OR",1,1.0,3.0,3.0,100.0
"WASATCH, UT",1,,,,
"WAGONER, OK",1,1.0,2.0,2.0,100.0
"WORCESTER, MD",1,1.0,4.0,4.0,100.0
"MITCHELL, TX",1,,,,
"MONO, CA",1,,,,
"MONONA, IA",1,,,,
"YUMA, AZ",1,1.0,3.0,3.0,100.0
"WORTH, GA",1,,,,
"WASHAKIE, WY",1,,,,
"MOCA, PR",1,1.0,,,100.0
"WOODS, OK",1,,,,
"YUBA, CA",1,1.0,1.0,1.0,100.0
"WASHINGTON, IL",1,,,,
"OGEMAW, MI",1,1.0,4.0,4.0,100.0
"WABASH, IN",1,,,,
"OCONEE, SC",1,1.0,4.0,4.0,100.0
"OVERTON, TN",1,1.0,4.0,4.0,100.0
"OCHILTREE, TX",1,,,,
"YORK, SC",1,1.0,1.0,1.0,100.0
"OGLE, IL",1,,,,
"WASHINGTON, IA",1,,,,
"WASHINGTON, GA",1,1.0,4.0,4.0,100.0
"WABASH, IL",1,,,,
"OCEANA, MI",1,,,,
"MITCHELL, NC",1,,,,
"MOFFAT, CO",1,,,,
"WASHINGTON, FL",1,,,,
"OUACHITA, AR",1,1.0,3.0,3.0,100.0
"WASHINGTON, AL",1,,,,
"OHIO, KY",1,,,,
"WOODFORD, IL",1,,,,
"WOODFORD, KY",1,,,,
"MILLER, AR",1,,,,
"WRANGELL CITY AND BOROUGH, AK",1,,,,
"WARREN, VA",1,1.0,3.0,3.0,100.0
"YALOBUSHA, MS",1,1.0,3.0,3.0,100.0
"OTTAWA, KS",1,,,,
"WARREN, IL",1,,,,
"MINERAL, NV",1,,,,
"ORANGE, VT",1,,,,
"ORANGEBURG, SC",1,1.0,1.0,1.0,100.0
"WARE, GA",1,1.0,3.0,3.0,100.0
"WYTHE, VA",1,1.0,2.0,2.0,100.0
"ORLEANS, NY",1,,,,
"ORLEANS, VT",1,,,,
"WALLOWA, OR",1,,,,
"WARD, TX",1,,,,
"OSBORNE, KS",1,,,,
"MITCHELL, KS",1,,,,
"OTSEGO, MI",1,1.0,4.0,4.0,100.0
"WAPELLO, IA",1,1.0,4.0,4.0,100.0
"YAUCO, PR",1,1.0,,,100.0
"OSCEOLA, IA",1,,,,
"YATES, NY",1,,,,
"MINERAL, MT",1,,,,
"OSCEOLA, MI",1,,,,
"OSWEGO, NY",1,1.0,3.0,3.0,100.0
"OTERO, CO",1,,,,
"WALWORTH, SD",1,,,,
"MILLER, GA",1,,,,
"WALLA WALLA, WA",1,1.0,5.0,5.0,100.0
"YAZOO, MS",1,,,,
"WALKER, TX",1,1.0,1.0,1.0,100.0
"ORANGE, IN",1,,,,
"MITCHELL, IA",1,,,,
"WARREN, TN",1,1.0,3.0,3.0,100.0
"MITCHELL, GA",1,,,,
"WALTHALL, MS",1,,,,
"WALDO, ME",1,,,,
"OTTAWA, OH",1,,,,
"OKTIBBEHA, MS",1,1.0,3.0,3.0,100.0
"OLDHAM, KY",1,1.0,3.0,3.0,100.0
"WALKER, AL",1,1.0,2.0,2.0,100.0
"WYANDOT, OH",1,,,,
"ONEIDA, ID",1,,,,
"MIDLAND, MI",1,1.0,3.0,3.0,100.0
"WYOMING, NY",1,1.0,3.0,3.0,100.0
"ONEIDA, WI",1,1.0,3.0,3.0,100.0
"WARREN, NY",1,1.0,3.0,3.0,100.0
"MINIDOKA, ID",1,,,,
"MIFFLIN, PA",1,1.0,3.0,3.0,100.0
"WARREN, MS",1,1.0,1.0,1.0,100.0
"WARREN, IN",1,,,,
"MINGO, WV",1,1.0,4.0,4.0,100.0
"ONTONAGON, MI",1,,,,
"MINERAL, WV",1,,,,
"WYOMING, PA",1,1.0,4.0,4.0,100.0
"ORANGE, NC",1,1.0,3.0,3.0,100.0
"MOORE, TX",1,,,,
"OBION, TN",1,1.0,2.0,2.0,100.0
"MUSKEGON, MI",1,1.0,5.0,5.0,100.0
"WEST CARROLL, LA",1,1.0,4.0,4.0,100.0
"WEST FELICIANA, LA",1,,,,
"MUSSELSHELL, MT",1,,,,
"MUSKOGEE, OK",1,1.0,2.0,2.0,100.0
"MUSKINGUM, OH",1,1.0,4.0,4.0,100.0
"WESTON, WY",1,,,,
"MONTGOMERY, NY",1,1.0,2.0,2.0,100.0
"WELLS, ND",1,,,,
"WILLIAMSBURG, SC",1,,,,
"MUSCATINE, IA",1,1.0,4.0,4.0,100.0
"MURRAY, OK",1,,,,
"MURRAY, MN",1,,,,
"MURRAY, GA",1,1.0,4.0,4.0,100.0
"WETZEL, WV",1,1.0,3.0,3.0,100.0
"NANTUCKET, MA",1,1.0,3.0,3.0,100.0
"MONTGOMERY, NC",1,,,,
"MONROE, AL",1,1.0,4.0,4.0,100.0
"WEBSTER, IA",1,1.0,3.0,3.0,100.0
"NAVARRO, TX",1,1.0,2.0,2.0,100.0
"WAYNE, TN",1,1.0,3.0,3.0,100.0
"MONTGOMERY, KY",1,1.0,3.0,3.0,100.0
"NATCHITOCHES, LA",1,1.0,4.0,4.0,100.0
